centro,almacen,material,descripcion,lote,f_prod,stock,un,un_pallet,f_caja,cajas,pallets,camiones,bloqueado,control_calidad
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14A17OJNTF,17.01.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14A17OJNTG,17.01.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14A17OJNTH,17.01.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B16JNNTA,16.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B16JNTTA,16.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B16JNTTB,16.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B17OJNTA,17.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B17OJNTB,17.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B17OJNTC,17.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B17OJNTD,17.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B17OJNTE,17.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTA,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTB,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTC,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTD,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTE,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTF,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B18PJNTG,18.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTA,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTB,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTC,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTD,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTE,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTF,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTG,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTH,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14B19PJNTI,19.02.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C16JNTTA,16.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C16JNTTB,16.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C16JNTTC,16.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C17OJNTA,17.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C17OJNTB,17.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C17OJNTC,17.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTA,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTB,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTC,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTD,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTE,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C18PJNTF,18.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C19PJNTA,19.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C19PJNTB,19.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C19PJNTC,19.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C19PJNTD,19.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14C19PJNTE,19.03.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTA,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTB,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTC,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTD,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTE,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D16JNTTF,16.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTA,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTB,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTC,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTD,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTE,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTF,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTG,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTH,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTI,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTJ,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTK,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D18PJNTL,18.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D19PJNTA,19.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D19PJNTB,19.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14D19PJNTC,19.04.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNMP,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTA,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTB,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTC,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTD,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTE,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E18PJNTF,18.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTA,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTB,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTC,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTD,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTE,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTF,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTG,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTH,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14E19PJNTI,19.05.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F16JNTEA,16.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F16JNTTA,16.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTA,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTB,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTC,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTD,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTE,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTF,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTG,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F17OJNTH,17.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTA,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTB,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTC,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTD,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTE,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTF,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTG,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTH,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTI,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTJ,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTK,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTL,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTM,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTN,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTO,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F18PJNTP,18.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F19PJNTA,19.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F19PJNTB,19.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F19PJNTC,19.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F19PJNTD,19.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14F19PJNTE,19.06.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G15JNTTA,15.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTA,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTB,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTC,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTD,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTE,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTF,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTG,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTH,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G17OJNTI,17.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTA,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTB,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTC,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTD,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTE,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTF,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTG,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTH,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTI,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTJ,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G18PJNTK,18.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTA,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTB,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTC,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTD,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTE,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTF,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTG,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTJ,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTK,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14G19PJNTN,19.07.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTA,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTB,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTC,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTD,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTE,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H15JNTTF,15.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTA,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTB,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTC,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTD,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTE,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14H18PJNTF,18.08.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L15JNTTA,15.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L15JNTTB,15.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTA,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTB,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTC,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTD,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTE,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTF,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTG,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L18PJNTH,18.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTA,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTB,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTC,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTD,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTE,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,14L19PJNTF,19.12.2014,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTA,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTB,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTC,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTD,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTE,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTF,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTG,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15A16JNTTH,16.01.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B16JNTTA,16.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B16JNTTB,16.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B16JNTTC,16.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B17OJNTA,17.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B17OJNTB,17.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B17OJNTC,17.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B17OJNTD,17.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B17OJNTE,17.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B18PJNTA,18.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B18PJNTB,18.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B18PJNTC,18.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B18PJNTD,18.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15B19PJNTA,19.02.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTA,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTB,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTC,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTD,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTE,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTF,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,15C16JNTTG,16.03.2015,0,UN,2700,24,0,0.0,0.0,0,0.0
