centro,almacen,material,descripcion,lote,f_prod,stock,un,un_pallet,f_caja,cajas,pallets,camiones,bloqueado,control_calidad
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D20TJNTD,20.04.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D20TJNTE,20.04.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D20TJNTF,20.04.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D21TJNTC,21.04.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D23TJNTB,23.04.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22F03TJNTC,03.06.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22F25TJNTC,25.06.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22F27TJNTA,27.06.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22G06TJNTA,06.07.2022,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTA,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTB,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTC,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTD,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTE,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTF,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A04TJNTG,04.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A05TJNTA,05.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A05TJNTB,05.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A05TJNTC,05.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A05TJNTE,05.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A05TJNTF,05.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTA,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTB,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTC,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTD,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTF,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTG,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTH,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A06TJNTI,06.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTA,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTB,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTC,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTD,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTE,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTF,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTG,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A07TJNTH,07.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTA,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTB,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTC,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTD,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTE,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTF,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A09TJNTG,09.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTA,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTB,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTC,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTD,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTE,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A10TJNTF,10.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTA,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTB,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTC,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTD,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTE,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTF,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTG,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTH,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A11TJNTI,11.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A12TJNTA,12.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A12TJNTC,12.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A13TJNTA,13.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A13TJNTB,13.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A13TJNTC,13.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A14TJNTA,14.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A14TJNTB,14.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A16TJNTB,16.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A17TJNTA,17.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A17TJNTB,17.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A17TJNTC,17.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A18TJNTA,18.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A18TJNTB,18.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A18TJNTD,18.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A23TJNTA,23.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A24TJNTA,24.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A25TJNTA,25.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A25TJNTB,25.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A25TJNTC,25.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A25TJNTD,25.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A25TJNTE,25.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A26TJNTA,26.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A26TJNTB,26.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A26TJNTC,26.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A26TJNTD,26.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A26TJNTE,26.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23A27TJNTA,27.01.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23B01TJNTB,01.02.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23B06TJNTB,06.02.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C01TJNTB,01.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C01TJNTC,01.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C03TJNTA,03.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C03TJNTB,03.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C03TJNTC,03.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C04TJNTA,04.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C04TJNTB,04.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C04TJNTC,04.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTA,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTB,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTC,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTD,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTE,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C06TJNTF,06.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTA,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTB,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTC,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTD,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTE,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTF,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C07TJNTG,07.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C08TJNTC,08.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C08TJNTD,08.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C08TJNTE,08.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C08TJNTF,08.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C08TJNTG,08.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C10TJNTG,10.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C10TJNTH,10.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C10TJNTI,10.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C11TJNTA,11.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C11TJNTC,11.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C11TJNTD,11.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTA,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTB,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTC,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTD,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTE,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTF,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C13TJNTG,13.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTA,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTB,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTC,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTD,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTE,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTF,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C14TJNTG,14.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C15TJNTA,15.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C15TJNTB,15.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C15TJNTC,15.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C15TJNTD,15.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C15TJNTE,15.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C16TJNTA,16.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C16TJNTB,16.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C16TJNTC,16.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C16TJNTD,16.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C16TJNTE,16.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C17TJNTA,17.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C17TJNTB,17.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C17TJNTC,17.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C17TJNTD,17.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTA,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTB,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTC,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTD,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTE,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C18TJNTF,18.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTA,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTB,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTC,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTD,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTE,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C20TJNTF,20.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTA,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTB,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTC,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTD,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTE,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C21TJNTG,21.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C22TJNTA,22.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C22TJNTB,22.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C22TJNTC,22.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C22TJNTD,22.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C22TJNTE,22.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C23TJNTA,23.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C23TJNTB,23.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C23TJNTC,23.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C23TJNTD,23.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C24TJNTA,24.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C24TJNTB,24.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTA,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTB,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTC,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTD,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTE,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTF,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTG,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C25TJNTH,25.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTA,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTD,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTE,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTF,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTG,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C27TJNTH,27.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTA,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTB,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTC,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTD,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTE,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C28TJNTF,28.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C29TJNTA,29.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23C29TJNTB,29.03.2023,12,UN,2700,24,0,0.0,0.0,0,0.0
